"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"126","Jordan Whittington","WR","LAR","17","0.5","6.2","3.4","1.7","5.3","5.3","2.9","BYE","0","0","1.9","4.7","0","1.5","0","2.9","0","0","2.1","36.3"
"127","Hunter Renfrow","WR","FA","6","3.1","23.8","2.6","3","1.7","1.7","-","-","-","-","-","-","-","-","-","-","-","-","6","35.9"
"128","Lil'Jordan Humphrey","WR","DEN","10","-","-","-","-","-","9.5","0","0","-","-","0","BYE","0","5.7","13.2","1.9","4.3","0","3.5","34.6"
"129","Gunner Olszewski","WR","NYG","16","0","0","0","0","0","0","0","0","9.4","0","0","5.3","-2","BYE","-","0","2.9","18.2","2.1","33.8"
"130","Kevin Austin Jr.","WR","NO","8","-","-","0","-","-","-","-","-","-","-","BYE","0","0","0","6.3","3.8","15.2","7.7","4.1","33"
"131","Marquez Valdes-Scantling","WR","FA","10","0","0","1.9","-","1.9","4.2","-","-","-","-","-","-","-","0","8.9","1.6","5.1","8.4","3.2","32"
"132","Mitch Tinsley","WR","CIN","13","0","8.3","0","1.9","-","-","-","-","3.7","BYE","0","10.9","4.2","0","2.6","0","0","0","2.4","31.6"
"132","Malachi Corley","WR","CLE","13","-","-","-","-","1.1","0","3.7","3.1","BYE","3.2","2.9","1.2","0.9","0.2","2","6.1","1.4","5.8","2.4","31.6"
"134","Tutu Atwell","WR","MIA","10","1.4","0","0","15.8","9.2","-","0","-","-","-","-","BYE","-","-","1.9","0","0","2.9","3.1","31.2"
"135","Gabe Davis","WR","FA","6","-","-","-","-","-","-","-","-","-","-","7","3.2","1.5","4.1","-","-","0","15.1","5.2","30.9"
"136","Zay Jones","WR","FA","8","1.4","0","4.5","-","2.8","12.9","8.7","-","0","0","-","-","-","-","-","-","-","-","3.8","30.3"
"137","Brycen Tremayne","WR","CAR","16","0","7.8","3.5","6.6","1.9","0","0","0","1.8","-","3.7","0","0","BYE","0","0","0","4.7","1.9","30"
"138","Jalen McMillan","WR","TB","4","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","5.8","3.6","18.4","2.1","7.5","29.9"
"139","Treylon Burks","WR","WAS","8","-","-","-","-","-","-","-","-","2.4","8.8","-","BYE","7.5","0","0","5","2.1","3.2","3.6","29"
"140","Jimmy Horn Jr.","WR","CAR","13","-","-","-","-","5.1","6.7","2.5","0.9","1.8","0","0","2.1","0","BYE","1.7","2.5","2.9","2.5","2.2","28.7"
"141","Elijah Moore","WR","FA","9","2.1","10.7","6.1","0","-","0","-","2.4","3.8","2.8","-","0.7","-","-","-","-","-","-","3.2","28.6"
"142","Isaiah Hodgins","WR","NYG","7","-","-","-","-","-","-","-","-","-","-","10.7","12.2","1.4","BYE","1.4","0","1.8","0","3.9","27.5"
"143","Jahdae Walker","WR","CHI","7","-","-","-","0","BYE","-","-","0","0","-","-","-","-","0","-","10.1","5","11.6","3.8","26.7"
"144","Theo Wease Jr.","WR","MIA","3","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","5.2","13.3","7.4","8.6","25.9"
"145","Savion Williams","WR","GB","12","1.1","2.4","-0.1","5.3","BYE","0.3","0","7.9","1.2","2.2","4.3","0","-","-","-","0.9","-","-","2.1","25.5"
"146","Konata Mumpfield","WR","LAR","17","0","0","0","0","0","1.7","7.5","BYE","0","0","0","4.5","0","1.5","0","7","3","0","1.5","25.2"
"147","Bo Melton","WR","GB","16","0","-","0","0","BYE","0.3","0","0","0","4.8","1.7","0","1.5","11.5","0","0","4.4","0","1.5","24.2"
"148","Dont'e Thornton Jr.","WR","LV","15","6.5","3","4.9","0","0","0","0","BYE","-","1.4","0","2.4","2.1","-","0","0","3.2","0","1.6","23.5"
"149","Josh Reynolds","WR","FA","5","3.8","-","-","0","7.9","5.5","5.9","-","-","-","-","-","-","-","-","-","-","-","4.6","23.1"
"150","Allen Lazard","WR","FA","10","-","0","9.3","1.8","1.3","-","3.6","1.5","-","-","-","1.9","2","0","1.6","-","-","-","2.3","23"
"151","Curtis Samuel","WR","FA","6","-","-","-","1.9","10.6","-","-","0","1.6","3.1","3.9","-","-","-","-","-","-","-","3.5","21.1"
"152","Jamari Thrash","WR","CLE","9","1.6","1.5","2.7","0","3.2","3.3","3.3","5.1","BYE","0","-","-","-","-","-","-","-","-","2.3","20.7"
"153","Mason Tipton","WR","NO","13","-","-","0","0","0","0","0","0","0","0","BYE","6.3","4.9","0","1.1","8.1","-","-","1.6","20.4"
"154","Ashton Dulin","WR","IND","12","1.5","0","0","2.8","7.5","0","-","0.2","0","2.2","BYE","5.8","-","-","-","-","0","0","1.7","20"
"155","Nick Westbrook-Ikhine","WR","FA","15","1.7","3.8","0","1.1","0","0","4.6","2.8","4.2","1.7","0","-","0","0","0","-","-","0","1.3","19.9"
"156","Dante Pettis","WR","NO","8","-","-","-","-","-","-","-","-","-","0","BYE","2.4","0","0","0","0","6.3","11","2.5","19.7"
